sweep_id,pdb_id_id,wavelength,MR_success,TFZ,LLG,PAK,mr_reso,mr_sg,mr_sg_no,RMSD,VRMS,eLLG,tncs,model_pdb,seq_ident,model_res,anomalousCC,IoverSigma,completeness,diffI,RmergeI,lowreslimit,RpimI,multiplicity,RmeasdiffI,anomalousslope,diffF,wilsonbfactor,RmeasI,highreslimit,RpimdiffI,anomalousmulti,RmergediffI,totalobservations,anomalouscompl,cchalf,totalunique
1044,515,0.9792,0.00,8.30,34.00,0.00,2.20,P213,198,0.96,1.05,92.60,0.00,4EF1,38.33,1.90,0.0681,11.56,100.00,1.523,0.2155,49.25,0.0532,15.95,0.2211,1.010,0.157,31.97,0.2222,2.42,0.0733,8.33,0.2081,"360,232",99.99,0.9964,"22,589"
1297,528,0.9794,1.00,14.30,330.00,0.00,2.03,P41,76,0.82,0.50,104.00,0.00,1H1Y,52.02,1.87,0.1577,6.07,98.91,1.326,0.1515,46.60,0.0907,3.68,0.1618,0.990,0.186,22.33,0.1770,2.03,0.1108,1.89,0.1175,"115,436",95.01,0.9889,"31,336"
1298,528,0.9184,1.00,14.30,330.00,0.00,2.03,P41,76,0.82,0.50,104.00,0.00,1H1Y,52.02,1.87,0.1172,5.70,99.61,1.265,0.1448,46.61,0.0860,3.76,0.1573,0.925,0.181,21.73,0.1687,1.94,0.1078,1.92,0.1141,"135,953",96.76,0.9921,"36,142"
1299,528,0.9789,1.00,14.30,330.00,0.00,2.03,P41,76,0.82,0.50,104.00,0.00,1H1Y,52.02,1.87,0.2530,6.03,98.96,1.411,0.1599,46.65,0.0957,3.69,0.1651,1.028,0.195,22.18,0.1868,2.03,0.1131,1.89,0.1198,"115,672",95.06,0.9872,"31,352"
521,529,0.9792,0.00,5.40,24.00,5.00,1.71,P41212,92,1.02,1.97,592.30,0.00,4IYK,24.76,2.00,0.8244,12.68,100.00,1.882,0.0861,41.98,0.0259,11.99,0.0737,0.871,0.088,36.94,0.0899,1.71,0.0290,6.37,0.0677,"529,129",99.98,0.9991,"44,132"
47,53,0.9795,1.00,32.90,697.00,7.00,1.63,P6122,178,0.56,0.12,"1,523.60",0.00,5ENF,70.73,1.37,-0.2041,17.82,96.57,0.000,0.0750,42.85,0.0219,12.54,0.0785,0.848,0.000,19.19,0.0782,1.63,0.0290,7.02,0.0728,"190,157",96.13,0.9990,"15,159"
1091,531,0.9795,0.00,5.50,36.00,0.00,1.38,P62,171,1.08,1.76,194.80,0.00,3EF8,23.02,1.50,0.7720,15.68,98.97,1.843,0.0952,51.21,0.0258,14.06,0.0841,1.130,0.088,12.90,0.0987,1.38,0.0308,7.11,0.0781,"518,615",98.94,0.9990,"36,893"
507,534,0.9778,1.00,11.00,79.00,4.00,2.05,P61,169,1.27,1.20,86.10,0.00,1R9J,28.31,2.22,-0.0730,8.12,99.98,0.000,0.1731,66.30,0.0634,8.08,0.1865,0.825,0.000,20.77,0.1847,2.05,0.0882,4.11,0.1632,"687,225",98.41,0.9921,"85,054"
45,540,0.9795,1.00,17.80,246.00,1.00,1.29,P3221,154,0.96,1.09,653.90,0.00,3NWP,36.68,1.40,0.6767,20.91,77.49,1.773,0.0545,38.26,0.0219,6.19,0.0458,1.563,0.070,13.45,0.0588,1.29,0.0233,3.30,0.0394,"302,096",74.63,0.9992,"48,767"
46,540,0.9184,1.00,17.80,246.00,1.00,1.29,P3221,154,0.96,1.09,653.90,0.00,3NWP,36.68,1.40,0.5071,19.15,88.38,1.392,0.0489,38.27,0.0197,6.45,0.0459,1.247,0.064,13.42,0.0529,1.29,0.0233,3.40,0.0395,"359,182",87.00,0.9994,"55,650"
535,541,0.9795,1.00,33.30,"1,152.00",0.00,1.36,P212121,19,0.50,0.87,"8,786.30",0.00,2WB8,99.40,2.15,-0.0402,18.35,99.97,0.000,0.0381,56.41,0.0163,6.41,0.0417,0.886,0.000,17.67,0.0415,1.36,0.0221,3.34,0.0352,"691,385",99.04,0.9984,"107,900"
565,542,0.9796,0.00,4.20,28.00,0.00,1.77,P1211,4,1.10,1.10,37.20,0.00,4XAA,22.75,2.30,0.1180,8.89,99.38,1.020,0.0568,63.27,0.0389,3.03,0.0685,0.770,0.089,28.71,0.0692,1.77,0.0481,1.58,0.0487,"166,185",95.16,0.9977,"54,834"
566,542,0.9537,0.00,4.20,28.00,0.00,1.77,P1211,4,1.10,1.10,37.20,0.00,4XAA,22.75,2.30,0.2179,8.99,99.49,1.075,0.0603,63.28,0.0413,3.06,0.0700,0.801,0.094,28.39,0.0734,1.79,0.0492,1.59,0.0498,"162,734",96.20,0.9974,"53,100"
567,542,0.9793,0.00,4.20,28.00,0.00,1.77,P1211,4,1.10,1.10,37.20,0.00,4XAA,22.75,2.30,0.2177,9.69,99.55,1.187,0.0838,63.41,0.0507,3.69,0.0953,0.819,0.108,27.12,0.0981,1.88,0.0646,1.90,0.0697,"169,663",98.29,0.9977,"45,954"
385,543,0.9789,1.00,40.40,"1,155.00",0.00,2.43,I213,199,0.69,0.69,"1,171.30",0.00,2CMT,64.53,1.50,0.5593,12.93,100.00,1.355,0.1179,29.26,0.0354,11.55,0.1142,1.132,0.093,43.75,0.1232,2.43,0.0451,6.05,0.1048,"117,927",100.00,0.9980,"10,206"
1069,551,0.9794,0.00,6.80,42.00,1.00,2.20,I222,23,1.08,1.96,612.30,0.00,2D8A,29.59,2.05,0.1893,6.65,99.76,1.178,0.0967,43.02,0.0536,4.06,0.1031,0.828,0.155,22.76,0.1109,1.85,0.0666,2.13,0.0782,"142,625",99.62,0.9962,"35,092"
1070,551,0.9611,0.00,6.80,42.00,1.00,2.20,I222,23,1.08,1.96,612.30,0.00,2D8A,29.59,2.05,0.3354,6.58,99.81,1.241,0.1026,43.03,0.0567,4.07,0.1055,0.866,0.160,22.98,0.1176,1.86,0.0682,2.13,0.0800,"140,448",99.65,0.9961,"34,526"
1071,551,0.9792,0.00,6.80,42.00,1.00,2.20,I222,23,1.08,1.96,612.30,0.00,2D8A,29.59,2.05,0.4743,6.91,99.84,1.411,0.1333,43.08,0.0738,4.06,0.1287,0.962,0.183,23.05,0.1528,2.08,0.0839,2.14,0.0971,"102,434",99.73,0.9935,"25,219"
1072,551,1.2915,0.00,6.80,42.00,1.00,2.20,I222,23,1.08,1.96,612.30,0.00,2D8A,29.59,2.05,-0.2873,7.69,97.09,1.122,0.1078,51.49,0.0622,3.68,0.1255,0.728,0.150,26.55,0.1250,2.20,0.0809,1.97,0.0953,"77,448",94.15,0.9936,"21,047"
1073,551,1.2781,0.00,6.80,42.00,1.00,2.20,I222,23,1.08,1.96,612.30,0.00,2D8A,29.59,2.05,-0.1877,7.67,99.38,1.170,0.1322,43.34,0.0745,3.89,0.1533,0.773,0.162,26.08,0.1523,2.31,0.0984,2.06,0.1168,"72,634",98.57,0.9911,"18,685"
1086,56,0.9792,0.00,6.00,17.00,8.00,2.05,H32,155,0.87,1.71,306.50,0.00,3HBZ,26.37,2.05,0.0174,11.75,99.98,1.228,0.1084,40.27,0.0500,5.62,0.1172,1.037,0.122,38.60,0.1195,2.33,0.0681,2.93,0.0950,"114,911",99.98,0.9971,"20,435"
1087,56,0.9184,0.00,6.00,17.00,8.00,2.05,H32,155,0.87,1.71,306.50,0.00,3HBZ,26.37,2.05,-0.0315,12.09,99.98,1.214,0.1095,40.27,0.0505,5.63,0.1195,1.025,0.123,39.23,0.1207,2.39,0.0693,2.93,0.0969,"106,677",99.98,0.9970,"18,950"
1088,56,0.9788,0.00,6.00,17.00,8.00,2.05,H32,155,0.87,1.71,306.50,0.00,3HBZ,26.37,2.05,0.0638,11.34,99.93,1.195,0.1021,50.41,0.0470,5.64,0.1094,0.999,0.117,38.52,0.1125,2.26,0.0635,2.93,0.0886,"125,972",99.93,0.9976,"22,352"
1089,56,0.9790,0.00,6.00,17.00,8.00,2.05,H32,155,0.87,1.71,306.50,0.00,3HBZ,26.37,2.05,0.2769,11.19,99.99,1.055,0.0722,36.79,0.0312,6.27,0.0741,0.862,0.091,36.51,0.0787,2.05,0.0408,3.25,0.0616,"187,138",99.98,0.9990,"29,841"
693,565,0.9796,1.00,15.80,196.00,3.00,1.46,P212121,19,1.04,0.84,131.30,0.00,2VIM,31.00,73.00,-0.0474,11.79,99.69,0.000,0.0674,38.87,0.0394,3.80,0.0779,0.827,0.000,11.26,0.0784,1.46,0.0515,2.03,0.0581,"87,851",98.34,0.9984,"23,131"
20,566,0.9686,1.00,8.50,102.00,3.00,1.54,P1211,4,0.92,1.01,300.50,0.00,5MGE,29.57,1.95,-0.5396,8.34,99.72,0.000,0.0482,26.30,0.0320,3.10,0.0636,0.621,0.000,20.77,0.0581,1.54,0.0436,1.68,0.0462,"52,271",88.02,0.9991,"16,884"
230,567,1.0121,1.00,16.90,199.00,3.00,2.58,P3121,152,0.64,1.13,984.50,0.00,5EYK,77.90,1.93,-0.1917,17.19,94.70,0.000,0.0755,55.65,0.0209,11.68,0.0788,0.812,0.000,57.57,0.0785,2.58,0.0280,6.51,0.0735,"124,858",86.50,0.9995,"10,691"
219,57,0.9174,1.00,52.40,"1,908.00",10.00,1.85,P6522,179,0.74,0.32,"1,765.60",0.00,5V9P,72.77,3.00,0.1600,20.15,100.00,0.000,0.1031,95.44,0.0223,21.69,0.1049,0.974,0.000,25.51,0.1055,1.85,0.0305,11.44,0.1003,"1,666,990",99.98,0.9995,"76,855"
473,570,0.9792,0.00,3.80,62.00,0.00,1.66,P1,1,1.21,0.56,5.00,0.00,3PVN,18.75,1.98,-0.5012,2.91,50.48,0.509,0.2381,56.41,0.2324,1.24,0.6276,0.447,0.232,0.55,0.3330,1.66,0.4438,1.07,0.4438,"344,215",7.73,0.6909,"277,955"
987,576,0.9796,0.00,6.40,27.00,0.00,2.74,P3221,154,1.09,1.09,41.00,0.00,2QTQ,22.38,1.85,0.6833,13.96,99.97,1.714,0.0934,43.00,0.0364,7.49,0.0835,1.233,0.102,72.22,0.1003,2.74,0.0421,3.91,0.0719,"120,496",99.88,0.9985,"16,088"
988,576,0.9184,0.00,6.40,27.00,0.00,2.74,P3221,154,1.09,1.09,41.00,0.00,2QTQ,22.38,1.85,0.6608,14.13,99.93,1.510,0.0819,42.98,0.0319,7.50,0.0750,1.172,0.092,74.10,0.0880,2.75,0.0378,3.92,0.0645,"119,039",99.86,0.9989,"15,878"
989,576,0.9793,0.00,6.40,27.00,0.00,2.74,P3221,154,1.09,1.09,41.00,0.00,2QTQ,22.38,1.85,0.7766,14.10,100.00,1.930,0.0986,43.06,0.0383,7.49,0.0819,1.310,0.112,72.67,0.1059,2.76,0.0413,3.91,0.0706,"117,835",99.94,0.9983,"15,723"
793,580,0.9790,1.00,12.80,186.00,1.00,1.37,P212121,19,1.09,0.80,91.50,0.00,3OS7,31.17,1.80,0.1956,11.07,98.31,1.355,0.1029,45.30,0.0444,6.20,0.1098,0.926,0.137,9.91,0.1123,1.37,0.0599,3.23,0.0915,"1,058,685",97.39,0.9986,"170,844"
589,592,0.9793,1.00,48.50,"1,872.00",1.00,1.94,H32,155,0.61,0.75,"3,688.70",0.00,4HET,83.10,2.10,0.1690,9.91,99.16,1.385,0.1013,28.72,0.0445,5.66,0.1067,0.904,0.148,22.14,0.1110,1.94,0.0579,3.04,0.0890,"183,199",90.88,0.9978,"32,365"
590,592,0.9184,1.00,48.50,"1,872.00",1.00,1.94,H32,155,0.61,0.75,"3,688.70",0.00,4HET,83.10,2.10,0.1238,10.22,98.10,1.380,0.1025,30.73,0.0448,5.74,0.1089,0.898,0.148,22.53,0.1122,1.99,0.0591,3.08,0.0908,"170,449",90.45,0.9976,"29,708"
455,594,0.9793,1.00,30.00,814.00,1.00,1.12,C121,5,0.75,0.80,"1,819.30",0.00,1S1P,65.02,1.20,0.1916,7.63,92.36,1.168,0.0928,78.50,0.0567,3.48,0.0955,0.998,0.138,6.57,0.1091,1.12,0.0642,1.83,0.0703,"427,045",86.45,0.9956,"122,547"
982,596,0.9795,1.00,52.60,"2,542.00",0.00,1.28,I41,80,0.72,0.08,"1,035.70",0.00,4J8P,55.97,1.50,0.0300,10.55,94.03,0.983,0.0552,32.02,0.0311,3.67,0.0617,0.911,0.075,10.87,0.0638,1.28,0.0385,2.03,0.0478,"187,596",78.87,0.9983,"51,104"
983,596,0.9184,1.00,52.60,"2,542.00",0.00,1.28,I41,80,0.72,0.08,"1,035.70",0.00,4J8P,55.97,1.50,0.1625,9.28,97.29,1.178,0.0709,32.03,0.0395,3.86,0.0770,0.944,0.093,10.60,0.0818,1.27,0.0477,2.09,0.0598,"208,809",84.75,0.9978,"54,140"
984,596,0.9792,1.00,52.60,"2,542.00",0.00,1.28,I41,80,0.72,0.08,"1,035.70",0.00,4J8P,55.97,1.50,0.2398,10.31,95.37,1.189,0.0652,32.04,0.0366,3.75,0.0677,0.994,0.088,10.85,0.0753,1.30,0.0421,2.05,0.0525,"185,551",81.78,0.9978,"49,499"
957,599,0.9794,1.00,16.40,314.00,2.00,1.56,C121,5,0.90,1.08,980.80,0.00,3OBE,49.13,1.70,0.4604,8.40,98.20,1.299,0.0763,37.81,0.0548,2.70,0.0774,1.071,0.126,16.50,0.0944,1.56,0.0546,1.44,0.0549,"125,023",89.38,0.9958,"46,276"
958,599,0.9184,1.00,16.40,314.00,2.00,1.56,C121,5,0.90,1.08,980.80,0.00,3OBE,49.13,1.70,0.5556,8.02,99.49,1.335,0.0786,37.83,0.0562,2.81,0.0757,1.051,0.131,16.83,0.0971,1.52,0.0533,1.47,0.0537,"142,518",94.76,0.9959,"50,705"
943,600,0.9791,0.00,6.00,21.00,8.00,2.35,P42212,94,1.16,2.15,382.30,0.00,3VOV,28.00,2.02,0.3624,7.42,100.00,1.395,0.1625,44.80,0.0663,6.75,0.1659,0.932,0.161,55.60,0.1759,2.35,0.0849,3.68,0.1420,"139,667",99.02,0.9966,"20,683"
944,600,0.9116,0.00,6.00,21.00,8.00,2.35,P42212,94,1.16,2.15,382.30,0.00,3VOV,28.00,2.02,0.0827,6.45,100.00,1.367,0.1873,44.77,0.0760,6.96,0.1983,0.851,0.170,54.82,0.2026,2.24,0.1013,3.77,0.1698,"165,688",99.61,0.9944,"23,792"
508,601,0.9794,0.00,5.80,28.00,3.00,2.18,C2221,20,1.07,1.32,91.60,0.00,3UFI,20.18,2.18,0.3110,10.00,97.90,1.436,0.0622,33.32,0.0403,3.22,0.0670,0.803,0.138,41.27,0.0744,2.18,0.0463,1.73,0.0484,"98,612",93.24,0.9982,"30,603"
509,601,0.9184,0.00,5.80,28.00,3.00,2.18,C2221,20,1.07,1.32,91.60,0.00,3UFI,20.18,2.18,0.1728,10.01,97.80,1.416,0.0660,30.62,0.0427,3.24,0.0739,0.774,0.143,43.31,0.0790,2.24,0.0510,1.73,0.0533,"91,355",93.48,0.9979,"28,196"
510,601,0.9787,0.00,5.80,28.00,3.00,2.18,C2221,20,1.07,1.32,91.60,0.00,3UFI,20.18,2.18,0.2413,10.79,97.42,1.463,0.0684,33.39,0.0443,3.21,0.0755,0.776,0.153,46.43,0.0818,2.38,0.0521,1.72,0.0544,"75,406",93.04,0.9979,"23,498"
723,602,0.9795,1.00,12.90,181.00,1.00,1.60,P212121,19,0.87,1.25,"1,028.20",0.00,3ZDU,58.44,2.20,-0.3167,12.03,100.00,0.000,0.1106,70.06,0.0305,12.73,0.1167,0.725,0.000,19.48,0.1148,1.60,0.0421,6.68,0.1086,"676,251",99.77,0.9952,"53,105"
370,607,0.9788,0.00,5.70,26.00,1.00,2.37,P321,150,1.32,1.45,53.90,0.00,1W9E,33.72,1.56,0.7598,16.53,99.52,1.951,0.0712,51.96,0.0296,6.35,0.0632,1.138,0.112,54.69,0.0774,2.37,0.0332,3.34,0.0534,"156,765",98.94,0.9991,"24,694"
371,607,0.9184,0.00,5.70,26.00,1.00,2.37,P321,150,1.32,1.45,53.90,0.00,1W9E,33.72,1.56,0.5519,14.37,99.14,1.621,0.0577,45.74,0.0292,4.71,0.0573,0.983,0.111,52.60,0.0649,2.35,0.0346,2.49,0.0452,"118,832",97.77,0.9992,"25,224"
604,609,0.9787,0.00,5.40,21.00,1.00,1.54,P22121,1018,1.21,2.18,429.70,0.00,1QAZ,20.61,1.78,0.2580,8.05,99.65,1.477,0.1143,43.54,0.0688,3.62,0.1076,1.112,0.177,6.94,0.1340,1.54,0.0707,1.90,0.0806,"246,433",98.25,0.9923,"68,137"
79,613,0.9173,1.00,14.50,205.00,3.00,1.76,P3221,154,0.85,1.23,"1,096.10",0.00,4AVM,54.43,1.91,-0.5199,16.26,100.00,0.000,0.0866,71.46,0.0219,15.48,0.0901,0.808,0.000,22.31,0.0894,1.76,0.0304,8.11,0.0847,"531,368",99.96,0.9991,"34,321"
1176,617,0.9792,0.00,7.00,34.00,1.00,1.89,P64,172,1.04,1.54,252.80,0.00,3BKW,27.96,1.60,-0.0998,13.06,99.99,1.047,0.0580,42.78,0.0273,5.61,0.0646,0.906,0.080,33.75,0.0643,1.89,0.0378,2.88,0.0518,"240,196",100.00,0.9990,"42,800"
1177,617,0.9184,0.00,7.00,34.00,1.00,1.89,P64,172,1.04,1.54,252.80,0.00,3BKW,27.96,1.60,0.3320,13.05,99.96,1.276,0.0626,41.89,0.0293,5.63,0.0634,1.031,0.087,33.91,0.0693,1.89,0.0370,2.89,0.0510,"240,806",99.99,0.9988,"42,785"
1178,617,0.9785,0.00,7.00,34.00,1.00,1.89,P64,172,1.04,1.54,252.80,0.00,3BKW,27.96,1.60,0.4970,13.12,99.99,1.478,0.0702,42.79,0.0329,5.62,0.0667,1.121,0.095,33.64,0.0777,1.91,0.0390,2.88,0.0536,"233,238",99.99,0.9985,"41,524"
76,618,0.9795,1.00,10.20,78.00,0.00,2.04,P212121,19,0.58,1.66,"3,292.30",0.00,2ZB4,87.46,1.63,0.2710,7.09,92.42,0.953,0.0909,50.57,0.0529,3.23,0.0976,0.926,0.130,29.96,0.1062,2.04,0.0580,1.82,0.0778,"77,918",82.51,0.9930,"24,087"
77,618,0.9567,1.00,10.20,78.00,0.00,2.04,P212121,19,0.58,1.66,"3,292.30",0.00,2ZB4,87.46,1.63,0.2098,6.92,97.20,0.990,0.1017,50.52,0.0585,3.43,0.1100,0.872,0.135,31.93,0.1184,2.13,0.0654,1.89,0.0876,"76,281",90.80,0.9939,"22,217"
78,618,0.9793,1.00,10.20,78.00,0.00,2.04,P212121,19,0.58,1.66,"3,292.30",0.00,2ZB4,87.46,1.63,0.1570,7.31,97.92,1.047,0.1226,50.16,0.0701,3.58,0.1316,0.906,0.156,32.87,0.1425,2.30,0.0788,1.96,0.1045,"62,618",93.46,0.9925,"17,503"
169,63,0.9795,1.00,10.60,71.00,1.00,1.40,P3221,154,0.94,1.59,"1,238.40",0.00,4ZSG,50.15,1.79,0.0730,16.43,97.64,0.000,0.0635,95.39,0.0212,9.91,0.0664,0.962,0.000,16.62,0.0670,1.40,0.0290,5.11,0.0596,"983,007",97.92,0.9991,"99,159"
407,631,0.9763,1.00,18.00,250.00,6.00,1.83,P3212,153,0.74,0.83,588.80,0.00,1BC8,56.99,1.93,-0.0182,7.86,100.00,0.000,0.1812,84.87,0.0437,14.41,0.1878,0.774,0.000,30.90,0.1865,1.83,0.0608,7.51,0.1774,"212,179",99.55,0.9973,"14,725"
174,635,0.9686,1.00,21.40,352.00,0.00,2.73,P41212,92,1.00,1.18,804.60,0.00,4ZZN,49.43,1.33,-0.0606,10.29,100.00,0.000,0.2241,50.40,0.0620,12.71,0.2361,0.839,0.000,45.76,0.2329,2.73,0.0854,6.93,0.2195,"190,726",99.99,0.9971,"15,001"
562,640,0.9795,1.00,25.90,647.00,2.00,1.62,P3121,152,0.68,0.78,"1,295.30",0.00,5MGE,56.60,1.95,-0.1239,14.17,100.00,0.000,0.0691,47.70,0.0238,9.18,0.0737,0.860,0.000,22.60,0.0732,1.62,0.0326,4.77,0.0658,"203,992",99.72,0.9992,"22,221"
780,646,0.9790,1.00,26.90,574.00,1.00,1.92,P3221,154,0.72,1.01,"1,995.30",0.00,2VXY,64.65,1.70,0.5962,12.97,100.00,1.488,0.0977,69.86,0.0291,10.71,0.0939,0.951,0.093,37.01,0.1021,1.92,0.0366,5.65,0.0862,"290,287",99.82,0.9990,"27,094"
842,647,0.9763,1.00,18.80,"12,719.00",3.00,1.34,C121,5,1.10,0.42,660.00,0.00,4YTB,99.53,1.40,-0.1297,9.85,91.92,0.000,0.0516,65.09,0.0336,3.18,0.0635,0.790,0.000,12.44,0.0617,1.34,0.0428,1.87,0.0466,"309,425",66.20,0.9986,"97,239"
231,650,0.9763,1.00,24.60,398.00,0.00,3.82,P1,1,0.00,0.00,311.30,0.00,4YTB,99.53,1.40,0.0000,3.91,95.86,0.000,0.0983,65.38,0.0983,1.75,0.1763,0.660,0.000,6.13,0.1391,1.65,0.1247,1.09,0.1247,"189,385",57.49,0.9804,"108,403"
1283,656,0.9793,1.00,35.90,"1,631.00",0.00,1.42,P3221,154,0.80,0.26,"1,429.80",0.00,4QRJ,59.48,2.20,0.3564,14.21,98.50,1.108,0.0527,39.88,0.0213,6.36,0.0527,0.954,0.061,17.56,0.0571,1.42,0.0266,3.41,0.0452,"374,756",96.85,0.9992,"58,902"
1284,656,0.9184,1.00,35.90,"1,631.00",0.00,1.42,P3221,154,0.80,0.26,"1,429.80",0.00,4QRJ,59.48,2.20,0.0964,13.56,99.55,0.896,0.0490,36.89,0.0196,6.79,0.0518,0.831,0.057,17.46,0.0530,1.39,0.0260,3.61,0.0445,"430,303",99.06,0.9993,"63,380"
701,657,0.9800,1.00,11.70,93.00,1.00,2.09,P43212,96,0.92,1.46,750.00,0.00,4FKL,54.39,1.26,-0.3797,10.27,96.37,0.000,0.0952,47.19,0.0282,12.68,0.1005,0.715,0.000,60.48,0.0995,2.09,0.0374,7.10,0.0932,"297,172",95.38,0.9966,"23,439"
243,659,0.9795,0.00,4.60,25.00,10.00,1.89,P22121,1018,1.13,1.78,267.60,0.00,3NXH,17.70,2.58,-0.3656,3.80,95.20,0.927,0.1483,36.11,0.0990,2.95,0.1872,0.697,0.199,18.79,0.1791,1.89,0.1283,1.63,0.1358,"62,379",88.63,0.9830,"21,164"
244,659,0.9184,0.00,4.60,25.00,10.00,1.89,P22121,1018,1.13,1.78,267.60,0.00,3NXH,17.70,2.58,-0.3584,3.66,97.08,0.947,0.1523,33.95,0.1006,3.03,0.1930,0.688,0.202,19.09,0.1833,1.86,0.1321,1.66,0.1401,"69,629",91.32,0.9826,"22,977"
245,659,0.9791,0.00,4.60,25.00,10.00,1.89,P22121,1018,1.13,1.78,267.60,0.00,3NXH,17.70,2.58,-0.2943,4.04,95.32,0.973,0.1561,36.15,0.0948,3.26,0.1858,0.734,0.196,19.25,0.1835,1.89,0.1224,1.78,0.1389,"70,141",90.86,0.9836,"21,524"
771,666,0.9763,1.00,53.00,"3,429.00",3.00,1.67,H32,155,0.54,0.38,"1,504.30",0.00,4ZOU,98.32,2.15,-0.1731,15.07,99.93,0.000,0.0704,47.19,0.0210,12.21,0.0745,0.684,0.000,25.11,0.0735,1.67,0.0295,6.27,0.0683,"281,527",99.92,0.9993,"23,056"
1326,667,0.9793,1.00,10.50,74.00,2.00,1.85,I23,197,1.04,1.20,231.80,0.00,5TBX,22.47,1.77,0.0090,15.05,99.67,1.060,0.0635,37.86,0.0251,7.35,0.0686,0.946,0.072,31.78,0.0684,1.85,0.0348,3.84,0.0589,"84,191",99.86,0.9986,"11,452"
1327,667,0.9184,1.00,10.50,74.00,2.00,1.85,I23,197,1.04,1.20,231.80,0.00,5TBX,22.47,1.77,-0.0384,15.47,99.62,1.016,0.0603,37.85,0.0237,7.38,0.0651,0.918,0.072,32.24,0.0650,1.87,0.0328,3.85,0.0559,"81,819",99.79,0.9991,"11,087"
1328,667,0.9789,1.00,10.50,74.00,2.00,1.85,I23,197,1.04,1.20,231.80,0.00,5TBX,22.47,1.77,-0.0379,15.08,99.69,1.025,0.0626,29.32,0.0246,7.38,0.0672,0.923,0.075,31.76,0.0675,1.87,0.0339,3.85,0.0578,"81,873",99.87,0.9991,"11,092"
166,668,0.9794,0.00,6.40,36.00,0.00,1.77,C121,5,0.99,1.83,564.10,0.00,2PZ0,30.43,1.91,-0.0161,7.33,91.67,1.055,0.0902,31.00,0.0614,2.89,0.1046,0.944,0.135,13.68,0.1096,1.77,0.0736,1.54,0.0743,"69,549",85.82,0.9918,"24,080"
167,668,0.9184,0.00,6.40,36.00,0.00,1.77,C121,5,0.99,1.83,564.10,0.00,2PZ0,30.43,1.91,-0.1305,7.09,96.83,1.016,0.0877,31.02,0.0592,2.99,0.1046,0.887,0.134,14.71,0.1062,1.75,0.0736,1.57,0.0743,"78,524",93.24,0.9928,"26,288"
168,668,0.9792,0.00,6.40,36.00,0.00,1.77,C121,5,0.99,1.83,564.10,0.00,2PZ0,30.43,1.91,0.0644,7.90,91.91,1.124,0.1002,30.98,0.0614,3.47,0.1097,0.975,0.136,14.68,0.1178,1.77,0.0745,1.83,0.0802,"83,745",88.00,0.9929,"24,155"
259,669,0.9794,1.00,10.40,62.00,0.00,2.08,I4122,98,1.17,1.32,131.00,0.00,3OX4,24.85,2.00,0.6682,10.60,99.92,1.676,0.1394,41.20,0.0547,7.32,0.1256,1.135,0.149,30.16,0.1500,2.08,0.0636,3.84,0.1080,"462,315",99.87,0.9968,"63,129"
968,67,0.9795,1.00,26.60,583.00,0.00,1.33,P212121,19,0.90,0.45,86.50,0.00,3LWD,43.81,1.75,0.7819,14.88,79.12,2.076,0.0615,39.60,0.0373,3.04,0.0403,1.679,0.094,16.31,0.0721,1.33,0.0270,1.70,0.0297,"286,002",67.71,0.9972,"94,014"
969,67,0.9116,1.00,26.60,583.00,0.00,1.33,P212121,19,0.90,0.45,86.50,0.00,3LWD,43.81,1.75,0.4575,13.26,88.45,1.218,0.0397,39.61,0.0243,3.11,0.0367,1.106,0.066,16.15,0.0467,1.30,0.0246,1.72,0.0270,"349,763",77.55,0.9990,"112,504"
970,67,0.9794,1.00,26.60,583.00,0.00,1.33,P212121,19,0.90,0.45,86.50,0.00,3LWD,43.81,1.75,0.8197,16.43,96.26,2.053,0.0520,39.61,0.0216,4.32,0.0358,1.345,0.086,16.39,0.0565,1.35,0.0186,2.33,0.0303,"472,457",89.52,0.9992,"109,447"
52,670,0.9796,1.00,42.80,"1,871.00",0.00,1.80,P212121,19,0.80,0.35,309.30,0.00,3CGH,66.33,1.70,-0.2141,7.30,91.39,1.436,0.1062,37.48,0.0750,2.94,0.1136,0.798,0.184,21.14,0.1309,1.80,0.0777,1.62,0.0826,"282,195",81.09,0.9573,"95,938"
53,670,0.9116,1.00,42.80,"1,871.00",0.00,1.80,P212121,19,0.80,0.35,309.30,0.00,3CGH,66.33,1.70,-0.2592,6.92,95.94,1.476,0.1159,37.47,0.0797,3.08,0.1238,0.771,0.192,20.87,0.1414,1.79,0.0850,1.67,0.0898,"315,310",88.16,0.9547,"102,325"
54,670,0.9789,1.00,42.80,"1,871.00",0.00,1.80,P212121,19,0.80,0.35,309.30,0.00,3CGH,66.33,1.70,0.0583,7.17,92.88,1.494,0.1109,37.50,0.0783,2.98,0.1114,0.827,0.190,20.38,0.1366,1.83,0.0761,1.63,0.0809,"276,097",83.16,0.9555,"92,778"
1074,673,0.9763,0.00,5.50,24.00,0.00,1.69,P3221,154,1.06,1.74,258.00,0.00,2DAT,24.11,0.00,0.0458,14.19,87.56,0.000,0.0840,34.19,0.0320,6.73,0.0884,0.945,0.000,13.81,0.0901,1.69,0.0424,3.73,0.0772,"145,364",78.64,0.9986,"21,615"
